tconst,director_name,writer_name
tt0094481,"Leigh Spence,Philip East,Matthew Moore,Peter Barrett,Ali Ali,Brendan Maher,Bob Meillon,Jon Ossher,Nicholas Bufalo,Ian Gilmour,Riccardo Pellizzeri,Michael Sergi,Julian McSwiney,Peter Dodds,Russell Webb,Helen Gaynor,Steve Mann,Andrew Dillon,Ben Field,David Gould,Jet Wilkinson,Michael Ailwood,Jovita O'Shaughnessy,Brian Lennane,Geoffrey Cawthorn,Caroline Bell Booth,Nicky Marshall,Jennifer Perrott,Lynn Hegarty,Chris Langman,Richard Jasek,Lee Rogers,Frank Arnold,Sam Atwell,Peter Rawling,Geoffrey Nottage,Julie Money,Bill Hughes,Arnie Custo,Alan Coleman,Di Drew,Rebecca Barry,Rob Stewart,Jonathan Geraghty,Karl Zwicky,Jane Manning,Catherine Millar,Jason Holman,Andrew Prowse,Geoff Bennett,Helena Brooks,Paul Moloney,Andrew Friedman,Peter Andrikidis,Judith John-Story,Scott Pickett,Jeffrey Walker,Darlene Johnson,Peter Carstairs,Danny Raco,Kieran Murphy,Peter Phelps,Michael Offer,Aarne Neeme,Cameron Welsh,Mark Piper,Chris Martin-Jones,Brett Heath,Cath Roden,Chris Adshead,Viktors Ritelis,Peter T. Nathan,Scott Hartford-Davis,Sean Nash,Grant Brown,Tony Gardiner,Kane Guglielmi,Greg Shears,Gillian Arnold,Colin Budds,Louise Leitch,Ian Watson,Mandy Smith,Chris Shiel,Peter Sharp,Tina Butler,Lewis Fitz-Gerald,Richard Sarell,Graham Barton,Shirley Barrett,Tony Osicka","Peter Mattessi,Hannah Carroll Chapman,Margaret Wilson,Sarah Walker,Ray Harding,Sandy Webster,Sam Meikle,Boaz Stark,Sean Nash,Andrew Osborne,Bevan Lee,Greg Haddrick,Fiona Kelly,Fiona Bozic,Alister Webb,Nick King,Kit Oldfield,Brooke Wilson,Greg Stevens,Anthony Ellis,Dan Bennett,Faith McKinnon,James Walker,Greg Millin,Sharyn Rosenberg,Dave Worthington,Sue Hore,Mary Dagmar-Davies,Kate Bradley,Romina Accurso,Jason Herbison,Bruce Hancock,John Hugginson,Phil Lloyd,Louise Crane,Hamilton Budd,Shane Porteous,Ysabelle Dean,Fiona Hile,Holly Lyons,Stephen Vagg,Morgan Smith,Nicky Arnall,Trent Atkinson,Lily Taylor,Jenny Lewis,Zokov Nyste,Michelle Offen,Alison Nisselle,Maureen Ann Moran,Phil Sanders,Alexandra Cullen,Sarah Duffy,Paige Montague,Annette Moore,Sally Webb,Kelly Lefever,Edwina Searle,Cameron Welsh,Clare Atkins,Rachel Laverty,Kevin Roberts,Chelsea Cassio,Lyn Ogilvy,Alexa Wyatt,Sam Atwell,Anne Brooksbank,Glen Stevens,Tracey Doig,Kaneana May,Renee Broome,Jennifer Mellet,Tom Galbraith,Mardi McConnochie,Leon Saunders,Christopher Gist,Leigh McGrath,Neil Luxmoore,Lois Booton,Chris Phillips,Adam Dolman,Anna Bauweraerts,Felicity Packard,Cassandra Carter,Matt Anderson,Rick Held,Howard Griffiths,Sabour Bradley,Josh Mapleston,Colin Delaney,Graham Foreman,Elizabeth Coleman,John Coulter,Peter Neale,Anthony Morris,Alison Boadle,Gary Sewell,Rebecca Greensill,Eloise Healey,Andrew Gardner,Carla Kettner,Shaun Topp,Cath Roden,David Boutland,Judith Colquhoun,Michael Joshua,Scott Taylor,Coral Drouyn,Jeff Truman,Lesley Lewis,Claire Hanrahan,Emma Gordon,Freya Doney,Craig Wilkins,Katrina Foster,Lisa Williams,Mark Grzic,Alexandra Mills,David Lawrance,Lynette Jacob,Vincent Gil,Chris Roache,Rob Menzies,Meg Mappin,Vanessa Ballard,John Smith,Sarah Mayberry,Josephine Dee Barrett,Christine McCourt,Pru Colville,Maryam Master,Drew Proffitt,Tracey Trinder,Jason Smith,Christopher Burke,Gerard Peck,Roslyn Tuck,Jenny Sharp,Claire Carmichael,Michaeley O'Brien,Don Battye,Ray Kolle,Fin Edquist,Daniel Widdowson,Elizabeth Packett,Vicki Englund,Alan Hardy,Fiona Wood,Jasper Marlow,Magda Wozniak,Alessandra Brook,Galia Hardy,Chris McTrustry,Barbara Bishop,Bradley Souber,Peter Dick,Luke Devenish,Jane Schneider,Grace Blacket,David Allen,Michael Harvey,Denise Morgan,Charles A. Higgins,James Balian,Susan Bower,Kylie Needham,David Mesman,Les Knight,Mark Elder,Jennifer Smart,Jon Concannon,Ericka Dobbins,Jane Allen,Alex Papps,Justine Juel Gillmer,Stuart Page,Michael Adams,Mithila Gupta,Laura West,Tony Sheldon,Margaret Roberts,Margaret Rogers,Barbara Angell,Stephen Measday,Rod Rees,Simon Dodd,David Gould,Sue Castrique,Chris Davissen,Margaret Kelly,Linda Stainton,Jock Blair,Liz Evans,Justin Cheek,Andrea Lee Gillies,Matthew Hawkins,Paul Kooperman,Roz Hammond,Ericka Clay,Daniel Krige,Prudence Upton,Georgia Clark,Deborah Parsons,Sam Rugg,Trudi-Ann Tierney,Ryan Lappin,Rory Williamson,Adam Bowen,Mary Rachel Brown,Anika Herbert,Belinda Johns,Rene Zandveld,Laurent Auclair,Terence McCarthy,Luke McKenzie,Serge Lazareff,Blake Ayshford,Alan Bateman,Kirrilly Burton,Louise Crawford,Jane Eakin,Ina Haas,Glenda Hambly,Matthew Hile,Raymond Meiksa,Andy Muir,Gabrielle Somers,Matthew Tonna,Emily Vann"
tt0094537,Anthony Parker,"Peter Tilbury,Andy Hamilton,Guy Jenkin,Barry Pilton,David Firth"
tt0094869,Keith Gordon,"Robert Cormier,Keith Gordon"
tt0094889,Roger Donaldson,Heywood Gould
tt0095745,Karl Armstrong,"Karl Armstrong,Carrie Armstrong"
tt0095774,Christopher Crowe,"Christopher Crowe,Jack Thibeau"
tt0096078,Po-Chih Leong,"Dai-Chi Lau,Kong-wah Lee,Mo Li,Zevia Tong,Raymond Pak-Ming Wong"
tt0097889,Steve De Jarnatt,Steve De Jarnatt
tt0098052,Klaus Kinski,Klaus Kinski
tt0098649,Larry Cohen,Larry Cohen
tt0098896,"Riccardo Pellizzeri,Steve Mann,Lynn Hegarty,Geoffrey Nottage,Julie Money,Karl Zwicky,Scott Hartford-Davis,Shirley Barrett,Michael Carson,Michael Pattinson,Tony Tilse,Kate Woods,Paul Harmon,Graham Thorburn,Paul Faint,Ian Barry,Mike Smith,Ann Turner,Chris Thomson,Michael Jenkins,Rowan Woods,Ken Cameron,Peter Fisk","Greg Millin,Elizabeth Coleman,Chris Roache,Daniel Krige,Deborah Parsons,Glenda Hambly,Michael Brindley,Philip Cornford,Everett De Roche,Andrea Del Bosco,Christopher Lee,John Lonie,Rick Maier,Mary Morris,Richard Mortlock,David O'Brien,Debra Oswald,Andrew Prowse,Peter Schreck,Keith Thompson,Steve Wright"
tt0098898,Christopher Menaul,Lynda La Plante
tt0098946,"Xiaoyun Xia,Shuqin Huang","Shuqin Huang,Ling Ke,Zhong-Shu Qian,Xiongfei Sun,Chuande Tu"
tt0099053,Guy Maddin,"John B. Harvie,Guy Maddin,George Toles"
tt0099364,D.J. Webster,"Carey W. Hayes,Chad Hayes"
tt0099389,Thaddeus O'Sullivan,"Sam Hanna Bell,David Rudkin"
tt0099432,Alain Chartrand,Claude Meunier
tt0099747,Sydney Pollack,"David Rayfiel,Judith Rascoe"
tt0100007,Benny Wong,"Shi-Hsin Fu,Jan-Wing Chow,Benny Wong"
tt0100192,Jeff Stein,"Rod Ash,Mark Curtiss,Linda Engelsiepen,Hilary Hinkle"
tt0100389,Gianni Amelio,"Gianni Amelio,Vincenzo Cerami,Leonardo Sciascia,Alessandro Sermoneta"
tt0100475,Bob Logan,Bob Logan
tt0100477,"Hendel Butoy,Mike Gabriel","Jim Cox,Karey Kirkpatrick,Byron Simpson,Joe Ranft,Margery Sharp"
tt0100645,George Erschbamer,"Michael Paseornek,John Dunning"
tt0101084,"Drew Edwards,Johan Edström,Ken Kimmelman,Yvette Kaplan,Philippe Chauvelier,Carol Millican,Myrna Bushman,Marc Sevier,Jean-Pierre Jacquet,Tony Eastman,Paul Sparagano,John Paratore,Curtis Crawford,Howard Beckerman","Jim Jinkins,Will McRobb,Ken Scarborough,Alan J. Higgins,Joe Aaron,Matt Steinglass,Alan Silberberg,Joe Fallon,Dietrich Smith,Jacqueline Hirtz,Marcy Winograd,Andrew Steele,Lisa Melamed,Alicia Marie Schudt,Joe Stillman,Tim Grundmann,Evan Gore,Steve Higgins,Kenneth Lonergan,Andy Yerkes,Betty G. Birney,Beth Bornstein,M.K. Brown,Bradley Kesden,Alan Kingsberg,Kayte Kuch,Joey Murphy,John Pardee,Sheryl Scarborough,Skip Shepard,Judy Spencer,The Cheryl Family,Michele Hennessy,John Wohlbrook,David Campbell,Mark Dacus,Christine Ecklund,Dennis Garvey,Keith Hoffman,Patty Hume,Hilary Rollins,Michale Schaefer,Clark Taylor,Stephen Winer"
tt0101092,"Lee H. Katzin,Dennis Berry","Michael Berlin,Ronald M. Cohen,Eric Estrin,Joseph J. Trento,Jean-Vincent Fournier"
tt0101114,"John Reardon,Garth Tucker,Gwennan Sage,Steve Goldie,Sue Dunderdale,Piotr Szkopiak,Adrian Bean,Terry Iland,Matthew Evans,David Innes Edwards,Terry Dyddgen-Jones,Bren Simson,Graeme Harper,Albert Barber,Andrew Morgan,John Darnell,Pip Short,Alister Hallum,Gerry Mill,Roger Bamford,Jonas Grimås,Tim Dowd,Judith Dine,Paul Walker,Noreen Kershaw,Ken Horn,Gerry Poulson,Tom Cotter,Diana Patrick,Brian Farnham,Catherine Morshead,Terry Marcel,Frank W. Smith,Bob Mahoney,Bob Tomson,Baz Taylor,John Anderson,Ian Bevitt,Roger Cheveley,James Ormerod,Gavin Theoditis,Alan Grint,Ngozi Onwurah,Michael Cocker,James Hazeldine,Graham Moore,Graham Wetherell,Terence Daw,Geoff Wonfor,Matt Bloom,Declan O'Dwyer,Dominic Clemence,Stuart Davids,Anne Rose,Mark McKillop,Dominic Leclerc,Tony Prescott,Martin Curry,Eric Wendell","Rob Gittins,Gillian Richmond,Bill Lyons,Jane Hollowood,Keith Temple,Paul Quiney,Ming Ho,Helen Blizard,Michael Russell,Michael Jenner,Jane McNulty,Duncan Gould,Helen Slavin,Susan Wilkins,John Milne,James Stevenson,Stuart Morris,Gil Brailey,Phil Ford,Peter Mills,Nicholas Rhea,Johnny Byrne,Peter Gibbs,Andrew McCulloch,John Flanagan,Brian Finch,Neil McKay,Jonathan Critchley,Peter Barwood,Candy Denman,Mark Holloway,Shaun McKenna,David Lane,Douglas Watkinson,Ron Rose,Richard Monks,Veronica Henry,Freda Kelsall,Eric Wendell,David Martín,Adele Rose,Lizzie Mickery,Michael Hall,Colin MacDonald,John Martin Johnson,Michael Eaton,Alan Whiting,Barry Woodward,Peter Palliser,Steve Trafford,James Robson,John Stevenson,Peter Tinniswood,Guy Meredith,Garry Lyons,Simon Tyrrell,Carolyn Sally Jones,Anthony Read,Eric Deacon,Rob Heyland,Colin Shindler,Chris Thompson,Jayne Hollinson,Jeff Dodds,Tracy Brabin,Sarah Bagshaw,Adrian Bean,Philip Palmer,Patrick Harbinson"
tt0101142,"Michael Owen Morris,Henry Foster,Matthew Evans,Jean Stewart,Bren Simson,Frank W. Smith,Clive Fleury,Anthony Garner,Richard Standeven,Richard Signy,Tony Dow,Simon Cellan Jones,Julian Jarrold,Julian Farino,Colm Villa","Julie Wassmer,Alison Fisher,Robin Mukherjee,Tony Etchells,Sarah Daniels,David Fox,Kevin Hood,Neil McKay,Steve Trafford,Paul Abbott,Peter Bowker,Allan Cubitt,Lawrence Gray,Susannah Hagan,Jacqueline Holborough,Ginnie Hole,Fiona Howe,John Kerr,Roy Mitchell,Philip Myall,Rosamond Orde-Powlett,Andy Smith,Sam Snape"
tt0101175,"Eric Laneuville,Michael Zinberg,Kenneth D. Collins,Robert Singer,Armand Mastroianni,Fred Gerber,James A. Contner,James Quinn,Randy Zisk,Bill D'Elia,Jim Michaels,David Rosenbloom,James Hayman,Richard M. Rawlings Jr.,Peter Levin,Charles Robert Carner,Philip Sgriccia,Joe Napolitano","Roger Lowenstein,John Schulian,Melinda M. Snodgrass,Robert Singer,Kathy McCormick,Steven Smith,Ed Zuckerman,Barry Pullman,Michael Marks,Tracy Friedman,Allison Robbins,Randy Zisk,Sharon Elizabeth Doyle,David Ehrman"
tt0101178,"Tom McGrath,Bill Wray,Chris Reccardi,Gregg Vanzo,John Kricfalusi,Jim Gomez,Craig Bartlett,Bob Camp,Ken Bruce,Peter Avanzino,Lynne Naylor,Ron Hughart,Steve Loter,Vincent Waller,Howard E. Baker,Jim Smith,Horseman Cao,Kelly Armstrong,Mike Kim,Arthur Filloy,Mark Marren,Tom Owens,Bong Hee Han","Will McRobb,John Kricfalusi,Bob Camp,Jim Gomez,Bill Wray,Ron Hauge,Jim Smith,Vincent Waller,Richard Pursel,Lynne Naylor,Vince Calandra,Chris Reccardi,Mitchell Kriegman,April March,Peter Avanzino,Mike Kim,Steve Mellor,Stephen DeStefano,Billy West,Douglas Petrie,Tom Minton"
tt0101373,Hector Babenco,"Peter Matthiessen,Jean-Claude Carrière,Hector Babenco,Vincent Patrick"
tt0101393,Ron Howard,Gregory Widen
tt0101981,Yeung-Wah Kam,Pik Wah Lee
tt0102006,Mats Arehn,Mats Arehn
tt0102166,Sune Lund-Sørensen,"Bengt Palmers,Björn Skifs"
tt0102630,Carlo Barsotti,Carlo Barsotti
tt0103299,Hoi-Ching Cheung,"Wen-Hua Cheng,James Fung,Chi-Leung Shum,Anthony Tam"
tt0103512,"Donald Petrie,Tom Moore,Oz Scott,Sandy Smolan,Dan Lerner,Michael Schultz,Dennis Dugan,Andre R. Guttfreund,Michael Fresco,Bill D'Elia,Joe Napolitano,Michael Lange,Michael Pressman,Ron Lagomarsino,Alan Myerson,Martin Davidson,Bethany Rooney,Elliot Silverstein,Dennis Smith,David Hugh Jones,Jonathan Pontell,Mel Damski,Kristoffer Tabori,Scott Paulin,James Frawley,Lorraine Senna,Daniel Attias,Jeremy Kagan,Joan Tewkesbury,Lou Antonio,Michael Nankin,Dennie Gordon,Tom Skerritt,Rachel Feldman,Richard Masur,Nancy Malone,Arvin Brown","David E. Kelley,Lawrence Meyers,Dawn Prestwich,Nicole Yorkin,David Assael,Kimberly Costello,Sonny Gordon,Michael Sardo,Sean O'Byrne,Christine Pettit,Rosanne Welch,Ursula Wendel"
tt0103549,"Scott Firestone,Joe Dea,Carl Buehl,Patrick Taulère,Greg Cooke,Christopher Carson,R.P. Sekon,Paul Nichols,Richard L. Schmidt,Essy Niknejad,John Jopson,Steven Feld,Sean McNamara","Susan Michaels,Linda Moulton Howe"
tt0103926,Guy Maddin,"Guy Maddin,George Toles"
tt0104553,Clifton Ko,"Raymond Pak-Ming Wong,Philip Cheng,Roman Cheung,Ting-Ting Choi,Vincent Kok,Lik-Chi Lee,Chang-Yat Man,Nga-Si Woo,Suet Lai Woo,Jan Yiu Yeung"
tt0104990,Kenny Ortega,"Bob Tzudiker,Noni White"
tt0105117,Shem Bitterman,Shem Bitterman
tt0105530,Michael Kennedy,J. Stephen Maunder
tt0106042,"Thierry Petit,Luc Goldenberg,Christophe Barbier,Caroline Huppert,René Manzor,Bernard Uzan,Yvan Butler,Pierre Aknine,Eric Summer,Jérôme Navarro,Alain Bonnot,Klaus Biedermann,Bettina Woernle,Gilles Béhat,Didier Delaître,Christian Bonnet,Joyce Buñuel,Alain Wermus,Dominique Tabuteau,Élisabeth Rappeneau,Vincent Monnet,Marion Sarraut,Daniel Janneau,Jacob Berger,Josée Dayan,Jean-Michel Fages,Alain Choquart,Stéphane Kurc,Charlotte Brändström,Pascale Dallet","Alexis Lecaye,Charlotte Oubitza,Stéphane Kaminka,Pierre-Yves Mora,Jean-Baptiste Delafon,Alain Stern,Manon Dillys,Jean-Marie Chavent,Eric Kristy,François Peroche,Simon Jablonka,Jean-Marc Rudnicki,Thomas Luntz,Jean-André Yerlès,Frédéric Krivine,Thomas Saez,Béatrice Colombier,Robin Barataud,Jean Reynard,Fabienne Facco,Angèle Herry-Leclerc,Frederika Patard,Nadège de Miroschedji,Michèle Letellier,Dominique Lancelot,Michael Arnal,Uwe Erichsen,Joëlle Goron,Alain Krief,Alain Schwartzstein,Mireille Lanteri,Laurent Vachaud,Yves Mugny,Quentin Lemaire,Pierre Forette,Alexis Martin,Patrick Pessis,Thierry Wong,Marie Guilmineau,Laurence Condroyer,Paul Irrtum,Véronique Lecharpy,Pierre Aknine,Luc Goldenberg,Isabel Sebastian,Serge Adam,Eric Eider,Camille Bordes-Resnais,Fabrice de Costil,Thomas Perrier,Gilles Thomas,Marie-Pierre Thomas,Benoît Valère,Christophe Mordellet,Solen Roy-Pagenault,Emmanuelle Chamussy,Ivan Piettre,Anne Rambach,Marine Rambach,Armelle Robert,Sylvie Coquart,Brigitte Laude,Kristel Mudry,Sébastien Vitoux,Pascal Perbet"
tt0106067,"Gary Sherman,Ellen S. Pressman,Deborah Reinisch,Mark Sobel,Christopher Leitch","Gary Sherman,Michael Berlin,Eric Estrin,Steve Feke,Peter Lance,Denise DeClue,Mark Levin,Emily Tracy,Rick Hull"
tt0106145,"Corey Allen,Paul Lynch,Allan Kroeker,Gabrielle Beaumont,David Carson,Victor Lobl,Kim Friedman,Anson Williams,Jesús Salvador Treviño,Alexander Singer,Winrich Kolbe,Stephen L. Posey,Robert Scheerer,Rene Auberjonois,Robert Legato,LeVar Burton,Andrew Robinson,Jonathan West,Chip Chalmers,Michael Vejar,John T. Kretchmer,Allan Eastman,Tony Dow,Avery Brooks,Cliff Bole,Jonathan Frakes,David Livingston,Robert Wiemer,Reza Badiyi,James L. Conway,Michael Dorn,Alexander Siddig,Les Landau","Lynn Barker,Gene Roddenberry,James Crocker,David Gerrold,Rick Berman,Michael Piller,Robert Hewitt Wolfe,Ira Steven Behr,Ronald D. Moore,Hans Beimler,René Echevarria,Bradley Thompson,David Weddle,Peter Allan Fields,Jim Trombetta,Joe Menosky,Mark O'Connell,Hilary Bader,Michael Taylor,Evan Somers,Jeri Taylor,Naren Shankar,Richard Danus,Morgan Gendel,Jeanne Carrigan-Fauci,Frederick Rappaport,Lisa Rich,Gary Holland,Tom Benko,Gordon T. Dawson,Bill Dial,David Mack,John J. Ordover,Ethan H. Calk,Robert Lederman,David R. Long,Nicholas Corea,Toni Marberry,Jack Treviño,Pam Pietroforte,Bryan Fuller,Philip Kim,Steven Baum,Kurt Michael Bensmiller,Sally Caves,Nell McCue Crawford,William Crawford,Jill Donner,Don Carlos Dunaway,Gabe Essoe,D.C. Fontana,David Livingston,Michael McGreevey,Kelley Miles,Katharyn Powers,Sam Rolfe,Gerald Sanford,Hannah Louise Shearer,John Whelpley,Gene Wolande,John Wright,Andrea Moore Alton,Paul Robert Coyle,Jeff King,Flip Kobler,Mike Krohn,Philip LaZebnik,D. Thomas Maio,Richard Manning,Cindy Marcus,Christopher Teague,Steve Warnek,David S. Cohen,Christian Ford,Bob Gillan,Lisa Klink,John Shirley,Roger Soffer,Martin A. Winer,Majel Barrett,Robert J. Bolivar,George A. Brozak,Rick Cason,Louis P. DeSantis,Jane Espenson,Barbara J. Lee,Jenifer A. Lee,Daniel Keys Moran,Brice Parker,L.J. Strom,Pam Wigginton,Truly Barr Clark,Jimmy Diggs,Scott J. Neal,Edmund Newton,Robbin L. Slocum,Gabrielle G. Stanton,Harry Werksman,Marc Scott Zicree,Spike Steingasser,Jose Molina,William N. Stape"
tt0106611,Jon Turteltaub,"Lynn Siefert,Michael Ritchie,Tommy Swerdlow,Michael Goldberg"
tt0106843,Steven L. Austin,"David Huey,Phil M. Noir"
tt0107318,Robert Ellis Miller,Paul Monash
tt0107597,John Eyres,"Stephen Lister,Eric Poppen"
tt0107659,Gene Quintano,"Don Holley,Tori Tellem,Gene Quintano"
tt0107875,József Gémes,"Robin Lyons,George MacDonald"
tt0107999,Graeme Clifford,"Robert Dillon,Michael Thomas"
tt0108027,Jan Hrebejk,"Jan Hrebejk,Petr Jarchovský,Petr Sabach"
tt0108265,Thomas Carter,Jonathan Marc Feldman
tt0108277,T.J. Scott,"J. Stephen Maunder,Richard M. Samuels,T.J. Scott"
tt0108551,Brian Gibson,"Tina Turner,Kurt Loder,Kate Lanier"
tt0108560,Ted Demme,"Doctor Dré,Ed Lover,Seth Greenland"
tt0108578,Talun Hsu,"James Merendino,Steve Tymon"
tt0108724,"Jerry London,Donald Petrie,Claudia Weill,Mark Tinker,Oz Scott,Sandy Smolan,Michael Schultz,James C. Hart,Randy Roberts,Dennis Dugan,Randy Zisk,Bill D'Elia,Peter Levin,Joe Napolitano,Michael Pressman,Martin Davidson,David Hugh Jones,Mel Damski,Kristoffer Tabori,James Frawley,Jeremy Kagan,Joan Tewkesbury,Lou Antonio,Dennie Gordon,Arvin Brown,Kenny Ortega,Jesús Salvador Treviño,Michael Dinner,Stephen Cragg,Rob Corn,Adam Arkin,Martha Mitchell,James R. Bagdonas,John Heath,Thomas Schlamme,Michael W. Watkins,Patrick R. Norris,Mark Harmon,Tim Hunter,Steve Miner,Michael Engler,Rodman Flender,Peter Berg,Jim Charleston,David Semel,Frank De Palma,Christine Lahti,Richard E. Gershman,Robert Berlinger,Tony Bill,Steve Gomer,Jerry Levine,Jay Tobias","David E. Kelley,Patricia Green,John Tinker,Dawn Prestwich,Nicole Yorkin,Josh Reims,Jennifer Levin,David Amann,Sara B. Cooper,Dennis Cooper,Ian Biederman,Kevin Arkadie,Tim Kring,Remi Aubuchon,Michael Nankin,Linda McGibney,Henry Bromell,Michael Braverman,Thomas M. Heric,Peter Berg,Mary A. Byrd,Robert Burgos,Marcelle Clements,Alicia Martin,Stephen Beck,Marjorie David,Toni Graphia,Wayne W. Grody,Kim Newton,Gareth Wootton,Linda Klein,Jessie Nelson,Joe Blake,Barbara Hall,Zachary Martin,Kevin Ward,Kerry Lenhart,Jan Oxenberg,John J. Sakmar,Joshua Stern,Randy Anderson,Gardner Stern,Chris Mundy"
tt0108894,"Oz Scott,Steven Robman,Jan Eliasberg,Daniel Attias,Lou Antonio,Dennie Gordon,Arvin Brown,Ellen S. Pressman,Stephen Cragg,Patrick R. Norris,Michael Engler,Rodman Flender,David Semel,Ken Topolsky,Scott Brazil,Jonathan Prince,Richard Pearce,Eric Jewett,Christian P. Della Penna,Brian Mertes,Vicki Jackson-Lemay,Julianna Lavin,Brad Lachman,Kevin Inch,Keith Samples,David Dworetzky,Joe Ann Fogle,Adam Nimoy,Joe Pennella,Danny Leiner,Harry Winer,Davis Guggenheim,Susannah Grant,Matthew Fox,Peter O'Fallon","Christopher Keyser,Amy Lippman,John Romano,Lisa Melamed,Ian Biederman,Julia Dahl,Allan Heinberg,P.K. Simonds,Mark Richard,Tom Garrigus,Susannah Grant,Mark B. Perry,Catherine Butterfield,Mimi Schmir,W.K. Scott Meyer,Tammy Ader,Melissa Rosenberg,Melissa Gould,Mitchell Burgess,Robin Green,Ann Lewis Hamilton,Mark Richard,Chris Levinson,Ellen Herman,Hollis Rich,Karen Krenis,Garry Bormet,David Leaf,Daniel Peterson,Robin Schiff,Emily Whitesell"
tt0109144,Phillip J. Roth,"Phillip J. Roth,Gian-Carlo Scandiuzzi,Ron Schmidt"
tt0109723,Anne Goursaud,"Halle Eaton,Nicole Coady,Rick Bitzelberger"
tt0110630,Shinji Sômai,"Kazumi Yumoto,Yôzô Tanaka"
tt0111601,André Forcier,"Patrice Arbour,André Forcier,Jacques Marcotte"
tt0111706,Amos Kollek,Amos Kollek
tt0112451,Kim Bass,Don Lamoreaux
tt0112715,Frank Marshall,"Michael Crichton,John Patrick Shanley"
tt0112853,Paul Wynne,Paul Wynne
tt0113094,Jackie Garth,Randall Fontana
tt0113375,Phil Davis,"James Bannon,Vincent O'Connell"
tt0113736,Sam Irvin,"Neil Ruttenberg,Brent V. Friedman"
tt0114478,Wayne Wang,Paul Auster
tt0114582,Siu-Hung Leung,Keith W. Strandberg
tt0115291,"Ken Finkleman,Daniel J. Murphy","Ken Finkleman,George F. Walker"
tt0115349,"Sandy Smolan,Andre R. Guttfreund,James Frawley,Lorraine Senna,Arvin Brown,Kenny Ortega,Patrick R. Norris,Victor Du Bois,Paris Barclay,Donna Deitch,Brian Grant,Mike Fash,Alan Metzger","Anne Kenney,Hollis Rich,Stephen Brackley,Sam Egan,Naomi Janzen,Pamela K. Long,Edward Tivnan,Gary R. Johnson,Brenda Lilly,Josh Talbot"
tt0116142,Jackie Garth,Vernon Lumley
tt0116242,Woody Allen,Woody Allen
tt0116346,Elio Quiroga,Elio Quiroga
tt0116823,Howard Franklin,"Roy Blount Jr.,Pen Densham,Garry Williams"
tt0117069,Gustavo Mosquera R.,"Pedro Cristiani,Gabriel Lifschitz,Arturo Oñatavia,Natalia Urruty,María Ángeles Mira,Gustavo Mosquera R.,Armin Deutsch"
tt0117544,Merzak Allouache,"Merzak Allouache,Caroline Thivel"
tt0117969,Gillies MacKinnon,Billy Roche
tt0118270,"Helen Gaynor,Andrew Prowse,Viktors Ritelis,Scott Hartford-Davis,Tony Tilse,Kate Woods,Mike Smith,Gregor Jordan,Kate Dennis,Russell Burton","Anthony Ellis,Greg Millin,Annette Moore,Alexa Wyatt,Chris Phillips,Tracey Trinder,Susan Bower,Daniel Krige,Christopher Lee,Rick Maier,Tony McNamara,Rhett Walton,Simon Baré,Paul Brown,Grant Fraser,Gregor Jordan,Jacquelin Perske,Dave Warner,Steve Worland"
tt0118364,"Gerren Keith,Steven Levitan,Jean Sagal,Philip Charles MacKenzie,Jeff Melman,John Fortenberry,Leonard R. Garner Jr.,Richard Boden,Pamela Fryman,Peter Bonerz,Ken Levine,Darryl Bates,Matthew Diamond,Kevin C. Slattery,Dana De Vally Piazza,Craig Zisk,Gail Mancuso,Lee Shallat Chemel","Steven Levitan,Sivert Glarum,Michael Jamin,Brian Reich,Pam Brady,Jessica Kaminsky,Joe Port,Joe Wiseman,Marsh McCall,David Guarascio,Moses Port,David Hemingson,Susan Dickes,Jack Burditt,Eileen Conn,Andrew Gordon,Tom Martin,Maria A. Brown,Tom Maxwell,Don Woodard,Brett Baer,Dave Finkel,David Walpert,Kell Cahoon,Tom Saunders,Danny Zuker,Howard Gewirtz,Jeff Judah,Gabe Sachs,Ali Adler,Donick Cary,Paul A. Kaplan,Mark Torgove,Stephen Engel,Michael Gara,Ross McCall,Aaron Peters,Hillel Abrams,Michael Lisbe,Stephen Lloyd,John Peaslee,Judd Pillot,Jon Pollack,Nate Reger,Ellen Byron,Marc Abrams,Michael Benson,Mike Reynolds,David Spancer,Robert Cohen,Jeff Lowell,David Nichols,Taylor Hamra,Erica Rothschild,Lisa Kappman,Lissa Kapstrom,Aaron Korsh,Vivien Mejia"
tt0118460,Mick Garris,Stephen King
tt0118463,"Rickard Petrelius,Daniel Lind Lagerlöf,Martin Asphaug,Kristian Petri","Lars Bill Lundholm,Gunilla Linn Persson"
